*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      DEC 02, 2018; 12:33:06
                                                                                
*RUN   1        : 86_01                     RICER046 SSKT0001    1              
 MODEL          : RICER046 - Rice                                               
 EXPERIMENT     : SSKT0001 RI mulation, Thailand                                
 DATA PATH      : C:\DSSAT46\Rice\                                              
 TREATMENT  1   : 86_01                     RICER046                            
  
@YEAR DOY   DAS   DAP  CNAD  GNAD  VNAD  GN%D  VN%D  NUPC  LNAD  SNAD  LN%D  SN%D  SHND  RN%D  SNN0C  SNN1C                                 
 1987 327   149    93  20.1   7.7  12.4  1.03  2.18 *****   7.9   4.5  2.18  2.18  0.00  1.11   9.91   4.02

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      DEC 02, 2018; 12:33:43
                                                                                
*RUN  99        : 88_04                     RICER046 SSKT0004    3              
 MODEL          : RICER046 - Rice                                               
 EXPERIMENT     : SSKT0004 RI mulation, Thailand                                
 DATA PATH      : C:\DSSAT46\Rice\                                              
 TREATMENT  3   : 88_04                     RICER046                            
  
@YEAR DOY   DAS   DAP  CNAD  GNAD  VNAD  GN%D  VN%D  NUPC  LNAD  SNAD  LN%D  SN%D  SHND  RN%D  SNN0C  SNN1C                                 
 1988 234    56     0   8.8   0.0   8.8  0.00  3.10 *****   7.9   0.9  3.10  3.10  0.00  0.46   0.00   0.00
 1988 235    57     1   8.9   0.0   8.9  0.00  3.13 *****   8.0   0.9  3.13  3.13  0.00  0.48   0.00   0.00
 1988 236    58     2   9.0   0.0   9.0  0.00  3.15 *****   8.1   0.9  3.15  3.15  0.00  0.48   0.01   0.00
 1988 237    59     3  10.6   0.0  10.6  0.00  3.73 *****   9.6   1.1  3.73  3.73  0.00  1.28   0.02   0.00
 1988 238    60     4  10.6   0.0  10.6  0.00  3.72 *****   9.5   1.1  3.72  3.72  0.00  1.25   0.03   0.14
 1988 239    61     5  10.6   0.0  10.6  0.00  3.72 *****   9.5   1.1  3.72  3.72  0.00  1.29   0.04   0.29
 1988 240    62     6  10.6   0.0  10.6  0.00  3.71 *****   9.5   1.1  3.71  3.71  0.00  1.23   0.04   0.47
 1988 241    63     7  10.6   0.0  10.6  0.00  3.47 *****   9.3   1.3  3.47  3.47  0.00  1.17   0.05   0.66
 1988 242    64     8  11.3   0.0  11.3  0.00  3.55 *****   9.8   1.6  3.55  3.55  0.00  1.13   0.06   0.84
 1988 243    65     9  11.8   0.0  11.8  0.00  3.49 *****  10.0   1.8  3.49  3.49  0.00  1.09   0.07   1.04
 1988 244    66    10  12.0   0.0  12.0  0.00  3.18 *****   9.8   2.2  3.18  3.18  0.00  1.05   0.08   1.24
 1988 245    67    11  15.0   0.0  15.0  0.00  3.42 *****  11.3   3.7  3.42  3.42  0.00  1.04   0.10   1.24
 1988 246    68    12  15.6   0.0  15.6  0.00  3.05 *****  11.2   4.4  3.05  3.05  0.00  0.99   0.11   1.45
 1988 247    69    13  15.7   0.0  15.7  0.00  2.68 *****  10.7   5.0  2.68  2.68  0.00  0.94   0.13   1.45
 1988 248    70    14  15.9   0.0  15.9  0.00  2.44 *****  10.1   5.7  2.44  2.44  0.00  0.91   0.16   1.45
 1988 249    71    15  16.0   0.0  16.0  0.00  2.27 *****   9.8   6.2  2.27  2.27  0.00  0.88   0.18   1.45
 1988 250    72    16  16.1   0.0  16.1  0.00  2.15 *****   9.5   6.6  2.15  2.15  0.00  0.86   0.22   1.45
 1988 251    73    17  16.2   0.0  16.2  0.00  2.04 *****   9.2   7.0  2.04  2.04  0.00  0.84   0.26   1.45
 1988 252    74    18  22.9   0.0  22.9  0.00  2.75 *****  12.7  10.3  2.75  2.75  0.00  0.94   0.30   1.45
 1988 253    75    19  28.2   0.0  28.2  0.00  3.14 *****  15.3  12.9  3.14  3.14  0.00  1.00   0.35   1.45
 1988 254    76    20  32.1   0.0  32.1  0.00  3.29 *****  17.4  14.7  3.29  3.29  0.00  1.02   0.41   1.45
 1988 255    77    21  34.3   0.0  34.3  0.00  3.24 *****  18.6  15.7  3.24  3.24  0.00  1.02   0.48   1.45
 1988 256    78    22  34.6   0.0  34.6  0.00  2.99 *****  18.7  15.9  2.99  2.99  0.00  0.97   0.55   1.45
 1988 257    79    23  35.0   0.0  35.0  0.00  2.80 *****  18.3  16.6  2.80  2.80  0.00  0.93   0.63   1.45
 1988 258    80    24  36.8   0.0  36.8  0.00  2.73 *****  19.0  17.8  2.73  2.73  0.00  0.92   0.72   1.45
 1988 259    81    25  37.8   0.0  37.8  0.00  2.66 *****  19.4  18.5  2.66  2.66  0.00  0.91   0.81   1.45
 1988 260    82    26  37.9   0.0  37.9  0.00  2.50 *****  19.1  18.8  2.50  2.50  0.00  0.87   0.92   1.45
 1988 261    83    27  38.3   0.0  38.3  0.00  2.38 *****  19.0  19.3  2.38  2.38  0.00  0.84   1.04   1.45
 1988 262    84    28  38.3   0.0  38.3  0.00  2.27 *****  18.7  19.6  2.27  2.27  0.00  0.82   1.17   1.45
 1988 263    85    29  39.0   0.0  39.0  0.00  2.22 *****  18.8  20.3  2.22  2.22  0.00  0.81   1.31   1.45
 1988 264    86    30  39.1   0.0  39.1  0.00  2.12 *****  18.5  20.6  2.12  2.12  0.00  0.79   1.46   1.45
 1988 265    87    31  39.3   0.0  39.3  0.00  2.06 *****  18.3  21.0  2.06  2.06  0.00  0.77   1.62   1.45
 1988 266    88    32  39.3   0.0  39.3  0.00  1.99 *****  18.0  21.3  1.99  1.99  0.00  0.76   1.79   1.45
 1988 267    89    33  39.5   0.0  39.5  0.00  1.94 *****  17.8  21.7  1.94  1.94  0.00  0.75   1.97   1.45
 1988 268    90    34  39.5   0.0  39.5  0.00  1.88 *****  17.6  21.9  1.88  1.88  0.00  0.73   2.16   1.45
 1988 269    91    35  39.7   0.0  39.7  0.00  1.84 *****  17.4  22.3  1.84  1.84  0.00  0.73   2.36   1.45
 1988 270    92    36  39.8   0.0  39.8  0.00  1.80 *****  17.2  22.6  1.80  1.80  0.00  0.73   2.57   1.45
 1988 271    93    37  40.0   0.0  40.0  0.00  1.77 *****  17.0  23.0  1.77  1.77  0.00  0.73   2.79   1.45
 1988 272    94    38  40.8   0.0  40.8  0.00  1.76 *****  17.1  23.7  1.76  1.76  0.00  0.73   3.02   1.45
 1988 273    95    39  41.0   0.0  41.0  0.00  1.74 *****  17.0  24.1  1.74  1.74  0.00  0.73   3.26   1.45
 1988 274    96    40  41.0   0.0  41.0  0.00  1.70 *****  16.7  24.3  1.70  1.70  0.00  0.73   3.50   1.45
 1988 275    97    41  41.1   0.0  41.1  0.00  1.68 *****  16.6  24.5  1.68  1.68  0.00  0.73   3.76   1.45
 1988 276    98    42  41.8   0.0  41.8  0.00  1.68 *****  16.7  25.2  1.68  1.68  0.00  0.73   4.03   1.45
 1988 277    99    43  41.8   0.0  41.8  0.00  1.64 *****  16.4  25.4  1.64  1.64  0.00  0.73   4.30   1.45
 1988 278   100    44  42.1   0.0  42.1  0.00  1.63 *****  16.4  25.7  1.63  1.63  0.00  0.73   4.59   1.45
 1988 279   101    45  42.1   0.0  42.1  0.00  1.61 *****  16.3  25.8  1.61  1.61  0.00  0.73   4.88   1.45
 1988 280   102    46  42.1   0.0  42.1  0.00  1.59 *****  16.1  26.0  1.59  1.59  0.00  0.73   5.18   1.45
 1988 281   103    47  42.1   0.0  42.1  0.00  1.57 *****  15.9  26.2  1.57  1.57  0.00  0.73   5.49   1.45
 1988 282   104    48  42.5   0.0  42.5  0.00  1.55 *****  15.9  26.6  1.55  1.55  0.00  0.73   5.82   1.45
 1988 283   105    49  43.4   0.0  43.4  0.00  1.57 *****  16.1  27.3  1.57  1.57  0.00  0.74   6.15   1.45
 1988 284   106    50  43.8   0.0  43.8  0.00  1.56 *****  16.1  27.7  1.56  1.56  0.00  0.74   6.49   1.45
 1988 285   107    51  44.1   0.0  44.1  0.00  1.55 *****  16.1  28.0  1.55  1.55  0.00  0.75   6.83   1.45
 1988 286   108    52  44.1   0.0  44.1  0.00  1.54 *****  16.0  28.1  1.54  1.54  0.00  0.75   7.19   1.45
 1988 287   109    53  44.1   0.0  44.1  0.00  1.51 *****  15.8  28.3  1.51  1.51  0.00  0.75   7.56   1.45
 1988 288   110    54  44.4   0.0  44.4  0.00  1.50 *****  15.7  28.6  1.50  1.50  0.00  0.75   7.94   1.45
 1988 289   111    55  44.4   0.0  44.4  0.00  1.48 *****  15.6  28.8  1.48  1.48  0.00  0.75   8.32   1.45
 1988 290   112    56  44.7   0.0  44.7  0.00  1.48 *****  15.6  29.1  1.48  1.48  0.00  0.75   8.72   1.45
 1988 291   113    57  45.1   0.0  45.1  0.00  1.47 *****  15.6  29.6  1.47  1.47  0.00  0.75   9.12   1.45
 1988 292   114    58  45.5   0.0  45.5  0.00  1.45 *****  15.5  30.0  1.45  1.45  0.00  0.75   9.53   1.45
 1988 293   115    59  45.8   0.0  45.8  0.00  1.43 *****  15.4  30.4  1.43  1.43  0.00  0.75   9.95   1.45
 1988 294   116    60  46.7   0.0  46.7  0.00  1.43 *****  15.5  31.2  1.43  1.43  0.00  0.76  10.38   1.45
 1988 295   117    61  47.0   0.0  47.0  0.00  1.42 *****  15.5  31.5  1.42  1.42  0.00  0.76  10.82   1.45
 1988 296   118    62  47.3   0.0  47.3  0.00  1.40 *****  15.4  31.9  1.40  1.40  0.00  0.76  11.27   1.45
 1988 297   119    63  47.6   0.0  47.6  0.00  1.39 *****  15.3  32.2  1.39  1.39  0.00  0.76  11.73   1.45
 1988 298   120    64  47.6   0.0  47.6  0.00  1.38 *****  15.2  32.4  1.38  1.38  0.00  0.76  12.19   1.45
 1988 299   121    65  47.8   0.0  47.8  0.00  1.36 *****  15.1  32.8  1.36  1.36  0.00  0.76  12.67   1.45
 1988 300   122    66  47.8   0.0  47.8  0.00  1.34 *****  14.9  32.9  1.34  1.34  0.00  0.75  13.15   1.45
 1988 301   123    67  48.4   0.0  48.4  0.00  1.33 *****  14.9  33.5  1.33  1.33  0.00  0.76  13.64   1.45
 1988 302   124    68  48.7   0.0  48.7  0.00  1.32 *****  14.8  33.9  1.32  1.32  0.00  0.76  14.14   1.45
 1988 303   125    69  48.7   0.0  48.7  0.00  1.30 *****  14.6  34.0  1.30  1.30  0.00  0.76  14.65   1.45
 1988 304   126    70  48.9   0.0  48.9  0.00  1.30 *****  14.6  34.3  1.30  1.30  0.00  0.76  15.17   1.45
 1988 305   127    71  48.9   0.0  48.9  0.00  1.28 *****  14.4  34.5  1.28  1.28  0.00  0.76  15.70   1.45
 1988 306   128    72  48.9   0.0  48.9  0.00  1.26 *****  14.2  34.7  1.26  1.26  0.00  0.75  16.23   1.45
 1988 307   129    73  49.2   0.0  49.2  0.00  1.25 *****  14.1  35.1  1.25  1.25  0.00  0.75  16.76   1.45
 1988 308   130    74  49.4   0.0  49.4  0.00  1.24 *****  14.0  35.4  1.24  1.24  0.00  0.76  17.29   1.45
 1988 309   131    75  49.7   0.0  49.7  0.00  1.23 *****  13.9  35.8  1.23  1.23  0.00  0.76  17.83   1.45
 1988 310   132    76  49.7   0.0  49.7  0.00  1.21 *****  13.7  36.1  1.21  1.21  0.00  0.76  18.37   1.45
 1988 311   133    77  50.0   0.0  50.0  0.00  1.21 *****  13.6  36.4  1.21  1.21  0.00  0.76  18.91   1.45
 1988 312   134    78  50.1   0.0  50.1  0.00  1.20 *****  13.5  36.5  1.20  1.20  0.00  0.76  19.46   1.45
 1988 313   135    79  50.1   0.0  50.1  0.00  1.19 *****  13.4  36.7  1.19  1.19  0.00  0.76  20.00   1.45
 1988 314   136    80  50.3   9.4  40.9  0.60  1.51 *****  17.0  23.9  1.51  1.51  0.00  0.77  20.55   1.45
 1988 315   137    81  50.3  10.5  39.8  0.63  1.47 *****  16.6  23.3  1.47  1.47  0.00  0.77  21.10   1.84
 1988 316   138    82  50.3  11.5  38.8  0.65  1.43 *****  16.1  22.7  1.43  1.43  0.00  0.81  21.64   2.24
 1988 317   139    83  50.2  12.4  37.8  0.68  1.40 *****  15.7  22.0  1.40  1.40  0.00  0.91  22.19   2.65
 1988 318   140    84  50.2  13.5  36.7  0.71  1.37 *****  15.4  21.3  1.37  1.37  0.00  0.91  22.74   3.12
 1988 319   141    85  50.1  14.6  35.6  0.73  1.34 *****  15.0  20.6  1.34  1.34  0.00  0.96  23.29   3.59
 1988 320   142    86  50.1  15.7  34.4  0.74  1.32 *****  14.6  19.8  1.32  1.32  0.00  1.00  23.84   4.08
 1988 321   143    87  50.1  16.8  33.3  0.76  1.28 *****  14.2  19.1  1.28  1.28  0.00  1.01  24.40   4.60
 1988 322   144    88  50.0  17.9  32.2  0.78  1.25 *****  13.8  18.4  1.25  1.25  0.00  1.01  24.95   5.12
 1988 323   145    89  50.0  18.9  31.0  0.79  1.22 *****  13.4  17.6  1.22  1.22  0.00  1.01  25.50   5.65
 1988 324   146    90  49.9  20.0  29.9  0.81  1.18 *****  13.0  17.0  1.18  1.18  0.00  1.01  26.05   6.17
 1988 325   147    91  49.9  21.0  28.9  0.82  1.14 *****  12.5  16.3  1.14  1.14  0.00  1.01  26.61   6.70
 1988 326   148    92  49.8  22.1  27.8  0.84  1.10 *****  12.1  15.7  1.10  1.10  0.00  1.01  27.16   7.22
 1988 327   149    93  49.8  23.1  26.6  0.86  1.06 *****  11.6  15.0  1.06  1.06  0.00  1.01  27.72   7.75
 1988 328   150    94  49.7  24.2  25.5  0.87  1.02 *****  11.2  14.4  1.02  1.02  0.00  1.01  28.27   8.27
 1988 329   151    95  50.3  25.3  25.0  0.89  1.01 *****  11.0  14.0  1.01  1.01  0.00  1.02  28.83   8.27
 1988 330   152    96  50.8  26.4  24.4  0.90  1.00 *****  10.8  13.6  1.00  1.00  0.00  1.02  29.38   8.27
 1988 331   153    97  51.2  27.4  23.7  0.92  0.98 *****  10.6  13.2  0.98  0.98  0.00  1.02  29.94   8.27
 1988 332   154    98  51.6  28.5  23.1  0.93  0.96 *****  10.3  12.7  0.96  0.96  0.00  1.02  30.50   8.27
 1988 333   155    99  52.2  29.4  22.9  0.94  0.95 *****  10.3  12.6  0.95  0.95  0.00  1.02  31.05   8.27
 1988 334   156   100  52.5  30.2  22.3  0.95  0.93 *****  10.0  12.3  0.93  0.93  0.00  1.02  31.61   8.27
 1988 335   157   101  52.8  31.0  21.8  0.96  0.91 *****   9.8  12.0  0.91  0.91  0.00  1.03  32.17   8.27
 1988 336   158   102  53.0  31.9  21.2  0.97  0.89 *****   9.6  11.6  0.89  0.89  0.00  1.03  32.73   8.27
 1988 337   159   103  53.2  32.2  21.0  0.97  0.89 *****   9.5  11.5  0.89  0.89  0.00  1.03  33.29   8.27
 1988 338   160   104  53.2  32.2  21.0  0.97  0.89 *****   9.5  11.5  0.89  0.89  0.00  1.03  33.29   8.27
 1988 339   161   105  53.2  32.2  21.0  0.97  0.89 *****   9.5  11.5  0.89  0.89  0.00  1.03  33.29   8.27

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      DEC 02, 2018; 12:33:44
                                                                                
*RUN 100        : 89_04                     RICER046 SSKT0004    4              
 MODEL          : RICER046 - Rice                                               
 EXPERIMENT     : SSKT0004 RI mulation, Thailand                                
 DATA PATH      : C:\DSSAT46\Rice\                                              
 TREATMENT  4   : 89_04                     RICER046                            
  
@YEAR DOY   DAS   DAP  CNAD  GNAD  VNAD  GN%D  VN%D  NUPC  LNAD  SNAD  LN%D  SN%D  SHND  RN%D  SNN0C  SNN1C                                 
 1989 234    56     0   9.4   0.0   9.4  0.00  3.32 *****   8.5   0.9  3.32  3.32  0.00  0.66   0.00   0.00
 1989 235    57     1  10.7   0.0  10.7  0.00  3.76 *****   9.6   1.1  3.76  3.76  0.00  1.01   0.00   0.00
 1989 236    58     2  11.3   0.0  11.3  0.00  3.98 *****  10.2   1.1  3.98  3.98  0.00  1.28   0.01   0.00
 1989 237    59     3  11.3   0.0  11.3  0.00  3.97 *****  10.2   1.1  3.97  3.97  0.00  1.33   0.02   0.14
 1989 238    60     4  11.3   0.0  11.3  0.00  3.96 *****  10.2   1.1  3.96  3.96  0.00  1.30   0.03   0.29
 1989 239    61     5  11.3   0.0  11.3  0.00  3.94 *****  10.2   1.1  3.94  3.94  0.00  1.27   0.03   0.46
 1989 240    62     6  11.3   0.0  11.3  0.00  3.91 *****  10.2   1.1  3.91  3.91  0.00  1.13   0.04   0.64
 1989 241    63     7  11.3   0.0  11.3  0.00  3.77 *****  10.0   1.3  3.77  3.77  0.00  1.11   0.05   0.81
 1989 242    64     8  11.3   0.0  11.3  0.00  3.58 *****   9.8   1.4  3.58  3.58  0.00  1.12   0.06   1.00
 1989 243    65     9  11.6   0.0  11.6  0.00  3.54 *****   9.9   1.6  3.54  3.54  0.00  1.11   0.06   1.20
 1989 244    66    10  12.2   0.0  12.2  0.00  3.51 *****  10.2   1.9  3.51  3.51  0.00  1.09   0.07   1.41
 1989 245    67    11  13.4   0.0  13.4  0.00  3.38 *****  10.8   2.6  3.38  3.38  0.00  1.04   0.08   1.63
 1989 246    68    12  15.6   0.0  15.6  0.00  3.37 *****  11.9   3.6  3.37  3.37  0.00  1.03   0.09   1.85
 1989 247    69    13  17.9   0.0  17.9  0.00  3.36 *****  13.2   4.7  3.36  3.36  0.00  1.03   0.09   2.08
 1989 248    70    14  20.4   0.0  20.4  0.00  3.35 *****  14.6   5.8  3.35  3.35  0.00  1.04   0.10   2.32
 1989 249    71    15  22.7   0.0  22.7  0.00  3.32 *****  15.8   6.9  3.32  3.32  0.00  1.03   0.11   2.57
 1989 250    72    16  24.5   0.0  24.5  0.00  3.30 *****  16.8   7.7  3.30  3.30  0.00  1.02   0.12   2.83
 1989 251    73    17  25.7   0.0  25.7  0.00  3.16 *****  17.3   8.4  3.16  3.16  0.00  1.01   0.12   3.10
 1989 252    74    18  26.4   0.0  26.4  0.00  2.84 *****  17.4   9.0  2.84  2.84  0.00  0.96   0.14   3.10
 1989 253    75    19  26.6   0.0  26.6  0.00  2.64 *****  17.1   9.5  2.64  2.64  0.00  0.92   0.16   3.10
 1989 254    76    20  26.8   0.0  26.8  0.00  2.46 *****  16.7  10.1  2.46  2.46  0.00  0.89   0.19   3.10
 1989 255    77    21  27.0   0.0  27.0  0.00  2.34 *****  16.4  10.6  2.34  2.34  0.00  0.87   0.24   3.10
 1989 256    78    22  27.7   0.0  27.7  0.00  2.28 *****  16.4  11.3  2.28  2.28  0.00  0.86   0.29   3.10
 1989 257    79    23  27.9   0.0  27.9  0.00  2.21 *****  16.3  11.7  2.21  2.21  0.00  0.85   0.34   3.10
 1989 258    80    24  28.2   0.0  28.2  0.00  2.12 *****  16.0  12.2  2.12  2.12  0.00  0.83   0.41   3.10
 1989 259    81    25  28.5   0.0  28.5  0.00  2.04 *****  15.8  12.7  2.04  2.04  0.00  0.81   0.49   3.10
 1989 260    82    26  28.8   0.0  28.8  0.00  1.99 *****  15.6  13.2  1.99  1.99  0.00  0.80   0.57   3.10
 1989 261    83    27  29.1   0.0  29.1  0.00  1.94 *****  15.5  13.6  1.94  1.94  0.00  0.79   0.66   3.10
 1989 262    84    28  29.9   0.0  29.9  0.00  1.92 *****  15.6  14.3  1.92  1.92  0.00  0.79   0.77   3.10
 1989 263    85    29  30.2   0.0  30.2  0.00  1.88 *****  15.4  14.7  1.88  1.88  0.00  0.78   0.87   3.10
 1989 264    86    30  30.6   0.0  30.6  0.00  1.84 *****  15.4  15.2  1.84  1.84  0.00  0.77   0.99   3.10
 1989 265    87    31  31.0   0.0  31.0  0.00  1.81 *****  15.2  15.7  1.81  1.81  0.00  0.77   1.12   3.10
 1989 266    88    32  31.3   0.0  31.3  0.00  1.78 *****  15.1  16.2  1.78  1.78  0.00  0.77   1.25   3.10
 1989 267    89    33  31.7   0.0  31.7  0.00  1.75 *****  15.0  16.7  1.75  1.75  0.00  0.77   1.40   3.10
 1989 268    90    34  32.6   0.0  32.6  0.00  1.75 *****  15.1  17.5  1.75  1.75  0.00  0.77   1.55   3.10
 1989 269    91    35  33.0   0.0  33.0  0.00  1.72 *****  15.0  18.0  1.72  1.72  0.00  0.77   1.71   3.10
 1989 270    92    36  33.4   0.0  33.4  0.00  1.69 *****  14.9  18.5  1.69  1.69  0.00  0.77   1.87   3.10
 1989 271    93    37  33.7   0.0  33.7  0.00  1.67 *****  14.8  19.0  1.67  1.67  0.00  0.77   2.05   3.10
 1989 272    94    38  34.9   0.0  34.9  0.00  1.68 *****  15.0  19.9  1.68  1.68  0.00  0.77   2.23   3.10
 1989 273    95    39  35.3   0.0  35.3  0.00  1.65 *****  14.9  20.4  1.65  1.65  0.00  0.77   2.42   3.10
 1989 274    96    40  35.7   0.0  35.7  0.00  1.63 *****  14.9  20.8  1.63  1.63  0.00  0.77   2.63   3.10
 1989 275    97    41  36.6   0.0  36.6  0.00  1.63 *****  15.0  21.6  1.63  1.63  0.00  0.77   2.83   3.10
 1989 276    98    42  37.3   0.0  37.3  0.00  1.62 *****  15.0  22.3  1.62  1.62  0.00  0.78   3.05   3.10
 1989 277    99    43  37.7   0.0  37.7  0.00  1.60 *****  14.9  22.8  1.60  1.60  0.00  0.78   3.28   3.10
 1989 278   100    44  38.6   0.0  38.6  0.00  1.61 *****  15.1  23.5  1.61  1.61  0.00  0.79   3.51   3.10
 1989 279   101    45  39.3   0.0  39.3  0.00  1.60 *****  15.2  24.1  1.60  1.60  0.00  0.79   3.76   3.10
 1989 280   102    46  39.7   0.0  39.7  0.00  1.58 *****  15.1  24.7  1.58  1.58  0.00  0.78   4.01   3.10
 1989 281   103    47  40.2   0.0  40.2  0.00  1.56 *****  15.0  25.2  1.56  1.56  0.00  0.78   4.27   3.10
 1989 282   104    48  40.7   0.0  40.7  0.00  1.54 *****  14.9  25.7  1.54  1.54  0.00  0.78   4.54   3.10
 1989 283   105    49  41.9   0.0  41.9  0.00  1.55 *****  15.2  26.7  1.55  1.55  0.00  0.79   4.81   3.10
 1989 284   106    50  42.4   0.0  42.4  0.00  1.55 *****  15.2  27.2  1.55  1.55  0.00  0.80   5.10   3.10
 1989 285   107    51  42.7   0.0  42.7  0.00  1.53 *****  15.2  27.6  1.53  1.53  0.00  0.80   5.39   3.10
 1989 286   108    52  43.2   0.0  43.2  0.00  1.53 *****  15.2  28.0  1.53  1.53  0.00  0.80   5.70   3.10
 1989 287   109    53  43.9   0.0  43.9  0.00  1.52 *****  15.3  28.7  1.52  1.52  0.00  0.80   6.01   3.10
 1989 288   110    54  44.9   0.0  44.9  0.00  1.53 *****  15.4  29.4  1.53  1.53  0.00  0.81   6.33   3.10
 1989 289   111    55  45.2   0.0  45.2  0.00  1.50 *****  15.3  29.9  1.50  1.50  0.00  0.81   6.66   3.10
 1989 290   112    56  45.7   0.0  45.7  0.00  1.48 *****  15.3  30.4  1.48  1.48  0.00  0.80   7.00   3.10
 1989 291   113    57  46.2   0.0  46.2  0.00  1.46 *****  15.2  31.0  1.46  1.46  0.00  0.80   7.35   3.10
 1989 292   114    58  47.1   0.0  47.1  0.00  1.46 *****  15.3  31.9  1.46  1.46  0.00  0.81   7.70   3.10
 1989 293   115    59  47.8   0.0  47.8  0.00  1.45 *****  15.2  32.6  1.45  1.45  0.00  0.81   8.07   3.10
 1989 294   116    60  48.2   0.0  48.2  0.00  1.43 *****  15.1  33.2  1.43  1.43  0.00  0.81   8.44   3.10
 1989 295   117    61  48.6   0.0  48.6  0.00  1.41 *****  15.0  33.6  1.41  1.41  0.00  0.81   8.83   3.10
 1989 296   118    62  49.5   0.0  49.5  0.00  1.41 *****  15.0  34.5  1.41  1.41  0.00  0.82   9.22   3.10
 1989 297   119    63  49.8   0.0  49.8  0.00  1.38 *****  14.8  34.9  1.38  1.38  0.00  0.81   9.62   3.10
 1989 298   120    64  50.3   0.0  50.3  0.00  1.37 *****  14.8  35.5  1.37  1.37  0.00  0.81  10.03   3.10
 1989 299   121    65  50.8   0.0  50.8  0.00  1.35 *****  14.7  36.1  1.35  1.35  0.00  0.81  10.44   3.10
 1989 300   122    66  51.4   0.0  51.4  0.00  1.34 *****  14.5  36.9  1.34  1.34  0.00  0.81  10.86   3.10
 1989 301   123    67  52.0   0.0  52.0  0.00  1.33 *****  14.4  37.6  1.33  1.33  0.00  0.82  11.29   3.10
 1989 302   124    68  52.4   0.0  52.4  0.00  1.32 *****  14.3  38.1  1.32  1.32  0.00  0.82  11.71   3.10
 1989 303   125    69  52.9   0.0  52.9  0.00  1.30 *****  14.1  38.8  1.30  1.30  0.00  0.82  12.14   3.10
 1989 304   126    70  53.1   0.0  53.1  0.00  1.29 *****  13.9  39.2  1.29  1.29  0.00  0.82  12.57   3.10
 1989 305   127    71  53.6   0.0  53.6  0.00  1.27 *****  13.8  39.8  1.27  1.27  0.00  0.82  13.01   3.10
 1989 306   128    72  53.8   0.0  53.8  0.00  1.25 *****  13.6  40.2  1.25  1.25  0.00  0.82  13.44   3.10
 1989 307   129    73  54.0  11.5  42.6  0.70  1.56 *****  16.9  25.7  1.56  1.56  0.00  0.85  13.88   3.10
 1989 308   130    74  54.0  12.6  41.4  0.71  1.52 *****  16.5  24.9  1.52  1.52  0.00  0.88  14.31   3.57
 1989 309   131    75  53.9  13.7  40.3  0.73  1.49 *****  16.1  24.2  1.49  1.49  0.00  0.96  14.75   4.05
 1989 310   132    76  53.9  14.8  39.1  0.74  1.46 *****  15.7  23.4  1.46  1.46  0.00  0.99  15.19   4.59
 1989 311   133    77  53.8  15.9  38.0  0.76  1.42 *****  15.3  22.7  1.42  1.42  0.00  1.01  15.63   5.14
